RUT;Despacho;Lubricantes;Neumaticos;Repuestos;Servicios
10701318;0;0;0,2;0;0,8
10701342;0;0;0,25;0;0,75
10701366;0;0;0;0;1
10701480;0;0;0;1;0
10701513;0;1;0;0;0
10701538;0;0;0,42;0,11;0,47
10701592;0;0,6;0,05;0,3;0,05
10701831;0;0;0;1;0
10702182;0;1;0;0;0
10702751;0;0;0;0;1
10703017;0;0,1;0,1;0,72;0,08
10703451;0;0;0,4;0;0,6
10703595;0;0;0;1;0
10703642;0;0,06;0;0,94;0
10703677;0;0;0,25;0;0,75
10704032;0;0;0;0;1
10704973;0;0;0;1;0
10705314;0;1;0;0;0
10706423;0;0;1;0;0
10707537;0;0,08;0,17;0,33;0,42
10707661;0;0;0,12;0;0,88
10708178;0;0,03;0,14;0,25;0,58
10708596;0;0;0,14;0;0,86
10708876;0;0;1;0;0
10709000;0;0,12;0,06;0,56;0,25
10709158;0;0,13;0,07;0,73;0,07
10709863;0;0;0;0;1
10710021;0;0;0;1;0
10710273;0;0;0,75;0,25;0
10710394;0;0;0;1;0
10710679;0;0,03;0;0,97;0
10710891;0;0;0,79;0,05;0,16
10710937;0;0;1;0;0
10711109;0;0;0;1;0
10711221;0;0;1;0;0
10711444;0;0;0;1;0
10711534;0;0;1;0;0
10711647;0;0,2;0,08;0,44;0,28
10712155;0;0;0,25;0;0,75
10712246;0;0;0;1;0
10712382;0;0;0;1;0
10712456;0;0;1;0;0
10712565;0;0;0,2;0,8;0
10713069;0;0;1;0;0
10713072;0;0;0,54;0;0,46
10713212;0;0;0;1;0
10713276;0;0;0;1;0
10713331;0;0,17;0;0,83;0
10713641;0;0;0;1;0
10713871;0;0;0;1;0
10713989;0;0,05;0,08;0,88;0
10714129;0;0;0;1;0
10714666;0;0;0;1;0
10715321;0;0;0,5;0;0,5
10715752;0;0;0;1;0
10715757;0;0;0,12;0,88;0
10715973;0;0;1;0;0
10716528;0;0;0,33;0;0,67
10716729;0;0,25;0;0,25;0,5
10717090;0,5;0;0,5;0;0
10717184;0;0;0;0;1
10718138;0;0;0;1;0
10718182;0;0;0,5;0,5;0
10718261;0;0;0;1;0
10718431;0;0,04;0,04;0,84;0,07
10718658;0;0,11;0,21;0,57;0,11
10718769;0;0;0,25;0;0,75
10719143;0;0;0;1;0
10719360;0;0;0;1;0
10719519;0;0;0,25;0;0,75
10719584;0;0;0,21;0,79;0
10719589;0;0,05;0;0,95;0
10719680;0;0;0;1;0
10719772;0;0;0;0;1
10720191;0;0;0;1;0
10720313;0;0;0;0;1
10720521;0;0,18;0;0,82;0
10720784;0;0;0;1;0
10720812;0;0;0,33;0;0,67
10720964;0;0;0,2;0;0,8
10721015;0;0,14;0;0,86;0
10721209;0;1;0;0;0
10721530;0;0;0;1;0
10721559;0;0;0;0,14;0,86
10721578;0;0,1;0,1;0,8;0
10721677;0;0;0;0;1
10721866;0;0;1;0;0
10723142;0;0;0;0;1
10723238;0;0;0;1;0
10723264;0;0;0,33;0,33;0,33
10723344;0;0;0;0;1
10723410;0;0;0;0,37;0,63
10723952;0;0;0,17;0,83;0
10723981;0;0;0;0;1
10724039;0;0;0;0,2;0,8
10724059;0;0,14;0;0,29;0,57
10724725;0;0;0;0;1
10725366;0;0;0;1;0
10725380;0;1;0;0;0
10725628;0;0;0;1;0
10725640;0;0,14;0,29;0,14;0,43
10726380;0;0;1;0;0
10726389;0;0;0;1;0
10726393;0;0;0;0;1
10726645;0;0;0,25;0;0,75
10726989;0;0;0,31;0,38;0,31
10727293;0;0;1;0;0
10727328;0;0;0,5;0,5;0
10727505;0;0;0;1;0
10727533;0;0;0;1;0
10727911;0;0;0,25;0;0,75
10727962;0;0;0;0;1
10728634;0;0,9;0;0,1;0
10728658;0;0;0;1;0
10728847;0;0;1;0;0
10728932;0;0;0,25;0,75;0
10728968;0;0;0,33;0;0,67
10729370;0;0;0;1;0
10730221;0;0;1;0;0
10730225;0;0;0;1;0
10730379;0;0;0,11;0,72;0,17
10730431;0;0;0;0;1
10730764;0;0;1;0;0
10730932;0;0;0;1;0
10731151;0;0;0;0;1
10731210;0;0;0;0;1
10731211;0;0;0,17;0,17;0,67
10731219;0;0;1;0;0
10731495;0;0;1;0;0
10731621;0;0,5;0;0,5;0
10731865;0;0;0;1;0
10732207;0;0,05;0,05;0,89;0
10732332;0;0;0;1;0
10732805;0;0;0,5;0,33;0,17
10733039;0;0,05;0,1;0,85;0
10733051;0;0,12;0,08;0,8;0
10733347;0;0;0;0;1
10733437;0;0,14;0,29;0,43;0,14
10734049;0;0;0;1;0
10734095;0;0;0,33;0,56;0,11
10734227;0;0;0,5;0;0,5
10734249;0;0;1;0;0
10734445;0;1;0;0;0
10734486;0;0;0;1;0
10734672;0;0,48;0,06;0,39;0,06
10734689;0;0;0,8;0,2;0
10734873;0;0,33;0,33;0,33;0
10735227;0;0;0;1;0
10735236;0;0,17;0;0,33;0,5
10735927;0;0;0,33;0,33;0,33
10735993;0;0,24;0,11;0,5;0,16
10736088;0;0;0;1;0
10736340;0;0;0,3;0,7;0
10736694;0;0;0,5;0;0,5
10736725;0;0,21;0;0,79;0
10736786;0;0;0;0;1
10737284;0;0;0;0;1
10737358;0;0;0;1;0
10737478;0;0,08;0,17;0,17;0,58
10737533;0;0;0;0,5;0,5
10737553;0;0;1;0;0
10737573;0;0;0;0;1
10737587;0;0;0,25;0,25;0,5
10738004;0;0;0;0,09;0,91
10738218;0;0;0,25;0;0,75
10738223;0;0;0,4;0;0,6
10738243;0;0;0,4;0,6;0
10738655;0;0;0;1;0
10738774;0;0;0;0;1
10739334;0;0,17;0,11;0,54;0,17
10739414;0;0;0;1;0
10739478;0;0;0;1;0
10740084;0;0;0;1;0
10740098;0;0,5;0,5;0;0
10740135;0;0;1;0;0
10740142;0;0;0;0;1
10740239;0;0;0,43;0,29;0,29
10740716;0;0;0;1;0
10740800;0;0;0;1;0
10740906;0;0,07;0;0,93;0
10741347;0;0,75;0;0,25;0
10741556;0;0;0,5;0;0,5
10741630;0;0;0;1;0
10742233;0;0,05;0,05;0,89;0
10743117;0;0;0;1;0
10743149;0;0;0,2;0;0,8
10743198;0;0;0;0;1
10743306;0;0;0;1;0
10743449;0;0;0;1;0
10743465;0;0,14;0;0,77;0,08
10743580;0;0;0,25;0;0,75
10743691;0;0,07;0,04;0,47;0,42
10743983;0;0;1;0;0
10744183;0;0;0;1;0
10744593;0;0;0;1;0
10744801;0;0;0;1;0
10744945;0;0;1;0;0
10744953;0;0;0;1;0
10745374;0;0;0;1;0
10745407;0;0,1;0;0,9;0
10745581;0;0,2;0;0,4;0,4
10745626;0;0;0;1;0
10745915;0;0,33;0;0,67;0
10746387;0;0,08;0,04;0,79;0,08
10746421;0;0;0;1;0
10746858;0;0;0;0;1
10747023;0;0;0;1;0
10747094;0;0;1;0;0
10747200;0;0;0,67;0,33;0
10747503;0;0;0;1;0
10748013;0;0;0;1;0
10748099;0;0;0,25;0;0,75
10748106;0;0;0,25;0;0,75
10748157;0;0,85;0,15;0;0
10748159;0;0;0;1;0
10748844;0;0;0;1;0
10749752;0;0;0;1;0
10750096;0;0,24;0,06;0,71;0
10750133;0;0;0;1;0
10750207;0;0;1;0;0
10750237;0;1;0;0;0
10750488;0;0;0;0;1
10750630;0;0,6;0,2;0,2;0
10751006;0;0,14;0;0,86;0
10751171;0;0;0,33;0;0,67
10751498;0;0;0;1;0
10751598;0;0;0,33;0;0,67
10751657;0;0;0;0;1
10751764;0;0;0,4;0;0,6
10752387;0;0;0,5;0;0,5
10752556;0;0;0,33;0;0,67
10752906;0;0;0,33;0;0,67
10753250;0;0;1;0;0
10753278;0;0;1;0;0
10753427;0;0;0;1;0
10753432;0;0;0,38;0,62;0
10753434;0;0;0;0;1
10753553;0;0,2;0,6;0,2;0
10753664;0;0;0,14;0,53;0,33
10753836;0;0;0;1;0
10754032;0;0,12;0;0,88;0
10754051;0;1;0;0;0
10754141;0;0;0;0;1
10754566;0;0;0;0;1
10754706;0;0;0,26;0,71;0,03
10755219;0;0;0,11;0,89;0
10755259;0;0,05;0,19;0,67;0,1
10755320;0;0;0;1;0
10755381;0;0;0;1;0
10755426;0;0;0;1;0
10755719;0;0;0;0,17;0,83
10755856;0;0;0;1;0
10755872;0;0;0;1;0
10755892;0;0;0;1;0
10756493;0;0;0;1;0
10756716;0;0;0;1;0
10757099;0;0;0,71;0,07;0,21
10757453;0;0;0;1;0
10757456;0;0;0;0;1
10757473;0;0;0,33;0;0,67
10757552;0;0;0;0;1
10757736;0;0;0;1;0
10757855;0;1;0;0;0
10757951;0;0;1;0;0
10758014;0;0;0,07;0,73;0,2
10758258;0;0;1;0;0
10758349;0;0;0;0;1
10758550;0;0;0;1;0
10758825;0;0;1;0;0
10759025;0;0;0,25;0;0,75
10759036;0;0;0;1;0
10759395;0;0;0,25;0;0,75
10759524;0;0,14;0,21;0,64;0
10759630;0;0,6;0;0,38;0,02
10760221;0;0;0,21;0,36;0,43
10760495;0;0;0,5;0;0,5
10760520;0;0,07;0,13;0,8;0
10760876;0;0;0,36;0;0,64
10760900;0;0;0,33;0;0,67
10761490;0;0;0;1;0
10761579;0;0;0;0;1
10761587;0;0;1;0;0
10761599;0;0;0,09;0,91;0
10762036;0;0;0;0;1
10762143;0;0;0;1;0
10762502;0;0;0;1;0
10762583;0;0;0;0,62;0,38
10762880;0;0;1;0;0
10762901;0;1;0;0;0
10763278;0;0;0,5;0,5;0
10763517;0;0;1;0;0
10763554;0;0;0;1;0
10764693;0;0;0;1;0
10764995;0;0;0;0;1
10765008;0;0;0;1;0
10765179;0;0,5;0;0,5;0
10765346;0;0;0,07;0,67;0,27
10765509;0;0,11;0;0,89;0
10766297;0;0;0;0;1
10766323;0;0;0;1;0
10766329;0;0;0;0;1
10766797;0;0,5;0;0;0,5
10767278;0;0;0;1;0
10767420;0;0;0;0;1
10768017;0;0,5;0;0;0,5
10768319;0;0;0,09;0,91;0
10769456;0;0,07;0;0,93;0
10769503;0;0;0,33;0;0,67
10769516;0;0;0;1;0
10769838;0;0;0;1;0
10770045;0;0;1;0;0
10770070;0;0;0;1;0
10770110;0;0;0,33;0;0,67
10770226;0;0,75;0;0;0,25
10770952;0;0;1;0;0
10770966;0;0;0;1;0
10771116;0;0;0;0;1
10771135;0;0;0;0;1
10771600;0;0;0;1;0
10771675;0;0,62;0;0,38;0
10771775;0;1;0;0;0
10772134;0;0;0;1;0
10772397;0;0,03;0,03;0,94;0
10772457;0;1;0;0;0
10772462;0;0;0;1;0
10772512;0;0,03;0;0,97;0
10773101;0;0;0;1;0
10773822;0;0;1;0;0
10774211;0;0;0,33;0;0,67
10774281;0;0;0,25;0;0,75
10774332;0;0;0,25;0;0,75
10774418;0;0;0,5;0;0,5
10774490;0;0;0;1;0
10774717;0;0,22;0,22;0,11;0,44
10774920;0;0;0;1;0
10774925;0;0,05;0;0,95;0
10774962;0;0;0;0;1
10775923;0;0;0,33;0;0,67
10776106;0;0;1;0;0
10776177;0;0,11;0,32;0,16;0,42
10776247;0;0;0;1;0
10776254;0;0;1;0;0
10776366;0;0;0;1;0
10776694;0;0,5;0;0,5;0
10777338;0;0;0,17;0,83;0
10777511;0;0,17;0;0,83;0
10777515;0;0;0,25;0;0,75
10777556;0;0;0,33;0;0,67
10778044;0;0;0,38;0,62;0
10778235;0;0;0,33;0;0,67
10778331;0;0,25;0,05;0,7;0
10778461;0;0,2;0,16;0,64;0
10778586;0;0;0;0;1
10778738;0;0;0;1;0
10778796;0;0;1;0;0
10778970;0;0,33;0;0,67;0
10779048;0;0,08;0;0,92;0
10779293;0;0;0,33;0;0,67
10779641;0;0;0;0;1
10779708;0;0;0;0;1
10779907;0;0,33;0;0,67;0
10780015;0;0;0,33;0;0,67
10780627;0;1;0;0;0
10781022;0;0,02;0,05;0,93;0
10781113;0;0;0,4;0;0,6
10781269;0;0;0,14;0,86;0
10781795;0;0;0,33;0;0,67
10782099;0;0;0;0;1
10782291;0;0,05;0;0,95;0
10782667;0;0;0;0;1
10782972;0;1;0;0;0
10783016;0;0;0,17;0;0,83
10783063;0;0,09;0,36;0,55;0
10783114;0;0,4;0;0,6;0
10783382;0;0,06;0,04;0,9;0
10783477;0;0;0,5;0;0,5
10784154;0;0,09;0;0,91;0
10784188;0;0;0;0;1
10784283;0;0;0;1;0
10784295;0;0;0;1;0
10784322;0;0;0,5;0;0,5
10784375;0;0;0;1;0
10784398;0;0;0,33;0;0,67
10784457;0;0,33;0,33;0;0,33
10784510;0;0,13;0,2;0,67;0
10784512;0;0;0;1;0
10784553;0;0;0,33;0;0,67
10784844;0;0;0;1;0
10784953;0;0,5;0;0;0,5
10785254;0;0;0,11;0;0,89
10786520;0;0;0;1;0
10786715;0;0,1;0;0,88;0,02
10786741;0;0;0,56;0,14;0,31
10786964;0;0,08;0;0,92;0
10788397;0;0;0,33;0;0,67
10788694;0;0;1;0;0
10788846;0;0;0;0;1
10789987;0;0;0,33;0,67;0
10790292;0;0;0;0,46;0,54
10790306;0;0;0;1;0
10790309;0;0;0;0,79;0,21
10790381;0;0;0;1;0
10791028;0;0;0;1;0
10791185;0;0,09;0,06;0,85;0
10791230;0;0;0,5;0,5;0
10791410;0;0;0;1;0
10791415;0;0;0,23;0,38;0,38
10791458;0;0;0;0,5;0,5
10791768;0;0;0,5;0;0,5
10792133;0;0;0;1;0
10792447;0;1;0;0;0
10792653;0;0;0;0,23;0,77
10793298;0;1;0;0;0
10793666;0;1;0;0;0
10794964;0;0,11;0;0,33;0,56
10795003;0;0;0;1;0
10795355;0;0;0;1;0
10795819;0;0;0;1;0
10796436;0;0;0,25;0;0,75
10796835;0;0;0,25;0;0,75
10796891;0;0;0;1;0
10797005;0;0,5;0;0,5;0
10797224;0;0;0;0;1
10797904;0;0;0,17;0;0,83
10797984;0;0;0;1;0
10798050;0;0,02;0,12;0,05;0,81
10798498;0;0;0;1;0
10798509;0;0,09;0,14;0,68;0,09
10798655;0;0;0,33;0,67;0
10798912;0;0;0;1;0
10799004;0;0,33;0;0,67;0
10799138;0;0;0;1;0
10799239;0;0;0;0;1
10800329;0;0,15;0,08;0,57;0,19
10800526;0;0;0;1;0
10800784;0;0;0;1;0
10800937;0;0;0;0;1
10801079;0;0;0;0;1
10801080;0;0;0;0;1
10801326;0;0;0;1;0
10801402;0;0;0;1;0
10801562;0;0,57;0,29;0,14;0
10801604;0;0;0;0;1
10801712;0;0;0,33;0;0,67
10801808;0;0;0;1;0
10801859;0;0;0;1;0
10801955;0;0;0,25;0;0,75
10802130;0;0;1;0;0
10802141;0;0;0,5;0,5;0
10802310;0;0;1;0;0
10802407;0;0,16;0,2;0,64;0
10802466;0;0;0,57;0,43;0
10802525;0;0;0;1;0
10802689;0;0;1;0;0
10802837;0;0;0;1;0
10802863;0;1;0;0;0
10802872;0;0;0;1;0
10802914;0;0;0,25;0;0,75
10803984;0;1;0;0;0
10804088;0;0;0;1;0
10804549;0;0,11;0,22;0,67;0
10804748;0;0;0;1;0
10804923;0;0;0,44;0;0,56
10804933;0;0;0;1;0
10804937;0;0;0,5;0;0,5
10805257;0;0;0;1;0
10805397;0;0;0;1;0
10805455;0;0;0,33;0;0,67
10805476;0;0;0,33;0,06;0,61
10806058;0;0;0;1;0
10806165;0;0;0;1;0
10806284;0;0;0,75;0,25;0
10806298;0;0;1;0;0
10806383;0;0;0;1;0
10806431;0;0;0;1;0
10806467;0;0;0;1;0
10807041;0;0,22;0;0,67;0,11
10807108;0;0;0,14;0;0,86
10807109;0;0,09;0,09;0,82;0
10807392;0;0;0;1;0
10808524;0;0;0;1;0
10808620;0;0;0;1;0
10808932;0;0;0,08;0,67;0,25
10809176;0;0;0,33;0,67;0
10809238;0;0;0;1;0
10809490;0;0;0,5;0,5;0
10809650;0;0;0;1;0
10809710;0;0,14;0;0,86;0
10810013;0;0;1;0;0
10810082;0;0;0;1;0
10810420;0;0;0;1;0
10811081;0;0;0;1;0
10811083;0;0,05;0;0,95;0
10811192;0;0;0,25;0;0,75
10811387;0;0;0;1;0
10812591;0;0,25;0;0,75;0
10813278;0;0;1;0;0
10813365;0;0;0;0,78;0,22
10813912;0;0;0;1;0
10813949;0;0;0,24;0;0,76
10814017;0;0;1;0;0
10814037;0;0;0;0;1
10814078;0;0;0;0;1
10814275;0;0;0,25;0,75;0
10814362;0;0;0;0;1
10814403;0;0;0,25;0;0,75
10814550;0;0;0;1;0
10814567;0;1;0;0;0
10814773;0;0;0,1;0,83;0,07
10815015;0;0;0;1;0
10815061;0;0;0,5;0,5;0
10815284;0;0;0;1;0
10815308;0;0;0;0;1
10815452;0;0;0,33;0;0,67
10815512;0;0,1;0;0,9;0
10815523;0;0;0;1;0
10815611;0;0,75;0;0,25;0
10815918;0;0;0,08;0;0,92
10815942;0;0,07;0,13;0,67;0,13
10816275;0;0;0;1;0
10816488;0;0,75;0;0,25;0
10816548;0;0;0;1;0
10816572;0;0,15;0,23;0,23;0,38
10816618;0;0;0;1;0
10816949;0;0;0;1;0
10817176;0;0;0;1;0
10817499;0;0;0;1;0
10817758;0;0;1;0;0
10817987;0;0;0,25;0;0,75
10818228;0;0;0;1;0
10818559;0;0;0;1;0
10818691;0;0;1;0;0
10818743;0;0;0;1;0
10818970;0;0;0;0;1
10819002;0;0;0,33;0;0,67
10819003;0;0;0;1;0
10819324;0;0;0;1;0
10819418;0;0,07;0;0,93;0
10820045;0;0;1;0;0
10820766;0;0;0;1;0
10820838;0;0;1;0;0
10820867;0;0;0;1;0
10821002;0;0;0;0;1
10821332;0;0;0;1;0
10821748;0;0;0;0;1
10822016;0;0;0,04;0,65;0,31
10822020;0;0;0;1;0
10822030;0;0;0;1;0
10822043;0;0,17;0,08;0,67;0,08
10822097;0;0,65;0,13;0,16;0,05
10822253;0;0;0;0;1
10822342;0;0;0,33;0;0,67
10822390;0;0,29;0;0,71;0
10822526;0;0,05;0,06;0,73;0,16
10823426;0;0;0;1;0
10823444;0;0;0;1;0
10823592;0;0;0,33;0;0,67
10823812;0;0,5;0;0,5;0
10823873;0;0;0;0;1
10824152;0;0,09;0,11;0,8;0
10824336;0;0;0;1;0
10824412;0;0;0;1;0
10824640;0;0;0,5;0,33;0,17
10824677;0;0,29;0;0,71;0
10824901;0;0;0;1;0
10825060;0;0;0;1;0
10825077;0;0;0;0;1
10825092;0;0;0;0;1
10825127;0;0;0;1;0
10825203;0;0;0,2;0;0,8
10825551;0;0;1;0;0
10825749;0;0;0;1;0
10826177;0;0,14;0;0,86;0
10826478;0;0;0;0;1
10826684;0;0;0,25;0;0,75
10827123;0;0;0;1;0
10827275;0;0;0;0;1
10827289;0;0;1;0;0
10827333;0;1;0;0;0
10827417;0;0;1;0;0
10827544;0;0;0;1;0
10827557;0;0;1;0;0
10828040;0;0;0,17;0,83;0
10828113;0;0;0;1;0
10828213;0;0;0,11;0;0,89
10828508;0;0,46;0;0,54;0
10828632;0;0,33;0;0,67;0
10829304;0;0;0,17;0,33;0,5
10829398;0;0;0;1;0
10829442;0;0;1;0;0
10829554;0;0;1;0;0
10829630;0;0,71;0,14;0,14;0
10829690;0;0;0,8;0,2;0
10829727;0;0,08;0,04;0,88;0
10830278;0;0;1;0;0
10830357;0;0;1;0;0
10831197;0;0;0,44;0;0,56
10831540;0;0;1;0;0
10831744;0;0,88;0;0,12;0
10831745;0;0;0,33;0;0,67
10831768;0;0;0;0;1
10831987;0;0;0;1;0
10832520;0;0;0,2;0,8;0
10832850;0;0;0;1;0
10832865;0;0;0;0,96;0,04
10833081;0;0,11;0,11;0,61;0,17
10833273;0;0;0,33;0;0,67
10833279;0;0,03;0,1;0,52;0,34
10833632;0;0,14;0,02;0,8;0,04
10833656;0;0;0;1;0
10833713;0;0;0;1;0
10833911;0;0;0;0;1
10834066;0;0;0;1;0
10834068;0;0;0,12;0,88;0
10834185;0;1;0;0;0
10834421;0;0;0;0,71;0,29
10834486;0;0;0;1;0
10834501;0;0;0,09;0,77;0,14
10834650;0;0;0;1;0
10834655;0;0,28;0,17;0,56;0
10834658;0;0;0;0;1
10834712;0;0;0,25;0;0,75
10834772;0;0;0,86;0;0,14
10834931;0;0;0;1;0
10835148;0;0;0,5;0,5;0
10835201;0;0;0;1;0
10835739;0;0,09;0,18;0,73;0
10835742;0;0;0;0,2;0,8
10835758;0;0,25;0;0,75;0
10835784;0;0;0,06;0,94;0
10836032;0;0;1;0;0
10836402;0;0;0;1;0
10836535;0;0,56;0;0,36;0,08
10836571;0;0,17;0;0,83;0
10836714;0;0,54;0,15;0,31;0
10836822;0;0;0;1;0
10836844;0;0;0;1;0
10836912;0;0;0;0;1
10836993;0;0;0;1;0
10837105;0;0;0;1;0
10837557;0;0;0;0;1
10837639;0;0;0;0;1
10837665;0;0;0;0;1
10837877;0;1;0;0;0
10838219;0;0;1;0;0
10838299;0;0;0,33;0;0,67
10838432;0;0;0,04;0,96;0
10838471;0;0;0;1;0
10838655;0;0;0;0;1
10838684;0;0;0;1;0
10838691;0;0,08;0,31;0,38;0,23
10838793;0;0;0;1;0
10838812;0;0;1;0;0
10838850;0;0,02;0,22;0,67;0,09
10838984;0;0;0;1;0
10839289;0;0,22;0;0,78;0
10839494;0;0;0;0;1
10839495;0;0;0;1;0
10840149;0;0;0;1;0
10840294;0;0;0;0;1
10840486;0;0;1;0;0
10840566;0;0;0,8;0,2;0
10840730;0;0;0;1;0
10840808;0;0,5;0;0,5;0
10840852;0;0;0;1;0
10841138;0;0;1;0;0
10841236;0;0;0;1;0
10841266;0;0;0;1;0
10841268;0;0;1;0;0
10841480;0;0;0;1;0
10841879;0;1;0;0;0
10842106;0;0;0,14;0;0,86
10842235;0;0,5;0;0,5;0
10842259;0;0;1;0;0
10842305;0;1;0;0;0
10842527;0;0;0;0;1
10842765;0;0;0,33;0;0,67
10842881;0;0;0,5;0,5;0
10843115;0;0;0,43;0,57;0
10843274;0;0;0;0;1
10843326;0;0;0;1;0
10843337;0;0;0;1;0
10843648;0;0;0;1;0
10843654;0;0;0;1;0
10843793;0;0;0;0;1
10843997;0;0,08;0;0,92;0
10844618;0;0;0;1;0
10844619;0;0;0,29;0,57;0,14
10844649;0;0;0;1;0
10844904;0;0;0;1;0
10844914;0;0;0;0;1
10845189;0;0;0;0;1
10845191;0;0,5;0;0,5;0
10845285;0;0;0;1;0
10845352;0;0;0;1;0
10845491;0;0,33;0;0,67;0
10845533;0;0;0;0;1
10846150;0;0,5;0;0,5;0
10846352;0;0;0;1;0
10846390;0;0;0;1;0
10846606;0;0;0;0;1
10846798;0;0,24;0,02;0,63;0,11
10846803;0;0;0;0,2;0,8
10846872;0;0,11;0;0,89;0
10847042;0;0;0,25;0,38;0,38
10847322;0;0;0,22;0;0,78
10847338;0;0;0;1;0
10847416;0;0;0;1;0
10847469;0;0;0;1;0
10847533;0;0,17;0;0,83;0
10847544;0;0;1;0;0
10847644;0;0;0,38;0;0,62
10847838;0;0,15;0,03;0,82;0
10847885;0;0;0;0;1
10847886;0;0;0;0;1
10848076;0;0;0;1;0
10848354;0;1;0;0;0
10848687;0;0;0;0,09;0,91
10849055;0;0;0;1;0
10849552;0;0;0;1;0
10849603;0;0,08;0;0,92;0
10849810;0;1;0;0;0
10849835;0;0;0;1;0
10850098;0;1;0;0;0
10850159;0;0;0,5;0;0,5
10850482;0;0;0;1;0
10850831;0;0;0,17;0;0,83
10850832;0;0,14;0,07;0,21;0,57
10851041;0;0,33;0;0,67;0
10851060;0;0;0;1;0
10851131;0;0;0,25;0;0,75
10851137;0;0;0,85;0,15;0
10851639;0;0,17;0,33;0,17;0,33
10851710;0;0;0;0;1
10851740;0;0;0,25;0,75;0
10851828;0;0;1;0;0
10852026;0;0;0;0;1
10852351;0;0;0;0;1
10852473;0;0;1;0;0
10852630;0;0;0;0;1
10852682;0;0;0;1;0
10852896;0;0;1;0;0
10852998;0;0,28;0,02;0,7;0
10854051;0;0,05;0;0,95;0
10854853;0;0,12;0;0,5;0,38
10854968;0;0;0;0;1
10855330;0;0;0;1;0
10855363;0;0;0;1;0
10855409;0;0;1;0;0
10855488;0;0;0;1;0
10855569;0;0;0;1;0
10855650;0;0;1;0;0
10855767;0;1;0;0;0
10857278;0;0;0,17;0;0,83
10857361;0;0;0;0;1
10857766;0;0;0;1;0
10857890;0;0;0,05;0,95;0
10858511;0;0;0,5;0,5;0
10858543;0;0;0,25;0,75;0
10858733;0;0;1;0;0
10858810;0;0;0;1;0
10858830;0;0;0;1;0
10858855;0;0;1;0;0
10858941;0;0;0;1;0
10859114;0;0,33;0;0,67;0
10859309;0;0;1;0;0
10859595;0,4;0,4;0;0,2;0
10859931;0;0;0,2;0,4;0,4
10860096;0;0;0;1;0
10860241;0;0;0;1;0
10860321;0;0,26;0,04;0,7;0
10860819;0;0;0;1;0
10861012;0;0,57;0,21;0,21;0
10861072;0;0,21;0,19;0,6;0
10861196;0;0;1;0;0
10861331;0;1;0;0;0
10861649;0;0,8;0;0,2;0
10862039;0;0;0;0;1
10862138;0;0,9;0;0,1;0
10862651;0;0,17;0,17;0,67;0
10862695;0;0,06;0;0,94;0
10862785;0;0;0,17;0,67;0,17
10862907;0;0;1;0;0
10863048;0;0;0;0;1
10863117;0;0,05;0,25;0,59;0,11
10863238;0;0;0;1;0
10863296;0;0;0;0;1
10863378;0;1;0;0;0
10863841;0;0;0;0;1
10864131;0;0;0;1;0
10864600;0;0;0,67;0;0,33
10864605;0;0;0,21;0,57;0,21
10864738;0;0;0;0;1
10865180;0;0,07;0;0,93;0
10865198;0;0;0,25;0,75;0
10865294;0;0,18;0,06;0,76;0
10865776;0;0;0,18;0,82;0
10865829;0;0;0;1;0
10865937;0;0,3;0,1;0,32;0,28
10865948;0;0;0;0;1
10866730;0;0;0;1;0
10867036;0;0;0;1;0
10867136;0;0,2;0,6;0,2;0
10867518;0;0;0;1;0
10867634;0;0,64;0;0,36;0
10867936;0;0;0,33;0;0,67
10868246;0;0,33;0;0,67;0
10868682;0;0,13;0;0,87;0
10868748;0;0;1;0;0
10868762;0;0;0,6;0;0,4
10868869;0;0;0,14;0,76;0,1
10868881;0;0,08;0,17;0,5;0,25
10868886;0;0;0,33;0,33;0,33
10868950;0;0;0,05;0,95;0
10869128;0;0;0,05;0,32;0,64
10869533;0;0;0;1;0
10869652;0;0;0;0,97;0,03
10869899;0;0,03;0;0,97;0
10869922;0;0;1;0;0
10870002;0;0;0;1;0
10870015;0;0;1;0;0
10870035;0;0;0;1;0
10870043;0;0;0;1;0
10870113;0;0;0;1;0
10870142;0;0;0,3;0,5;0,2
10870224;0;0;0;1;0
10870367;0;0,25;0;0,75;0
10870891;0;0;0,25;0;0,75
10871060;0;0;0;1;0
10871115;0;0;0;1;0
10871729;0;0;1;0;0
10871787;0;0,14;0;0,86;0
10872002;0;0;0,8;0;0,2
10872187;0;1;0;0;0
10872209;0;0;0;1;0
10872312;0;0;0;1;0
10872510;0;0;0,33;0;0,67
10872534;0;0;1;0;0
10872788;0;0;1;0;0
10873261;0;0,08;0;0,08;0,85
10873783;0;0,07;0;0,93;0
10874167;0;0,33;0;0,33;0,33
10874184;0;0;0,25;0;0,75
10874377;0;1;0;0;0
10874482;0;0;0;1;0
10874489;0;0;0;1;0
10874497;0;0,14;0,15;0,43;0,28
10874616;0;0;0,75;0;0,25
10874625;0;0;0;1;0
10874696;0;0;0,33;0;0,67
10874812;0;0;1;0;0
10874833;0,5;0;0;0,5;0
10875239;0;0;0,5;0;0,5
10875281;0;0;0;1;0
10875439;0;0;0;1;0
10875642;0;0;0,25;0;0,75
10875754;0;0,36;0,13;0,15;0,36
10875842;0;0;0;1;0
10876048;0;0;0;1;0
10876515;0;0,08;0,08;0,85;0
10877215;0;0;0;1;0
10877433;0;0;0;1;0
10878068;0;1;0;0;0
